feature_set,feature,miss_train,miss_test,miss_diff,mean_train,mean_test,mean_shift_z,ks
current_state_v2,gender,0.0,0.0,0.0,1.4772545889864326,1.4397163120567376,-0.07515435690449555,0.037538276929694976
current_state_v2,T2DM,0.2122905027932961,0.02364066193853428,-0.1886498408547618,0.569402228976697,0.5157384987893463,-0.08074175918445607,0.03771057647725516
current_state_v2,Hypertension,0.21388667198723066,0.02364066193853428,-0.19024601004869637,0.6335025380710659,0.6053268765133172,-0.04280886932958442,0.015761851501333562
current_state_v2,Dyslipidaemia,0.21308858739026337,0.02364066193853428,-0.1894479254517291,0.6206896551724138,0.6246973365617433,0.005828736508012844,0.02823794625974294
current_state_v2,bariatric_surgery,0.2202713487629689,0.03309692671394799,-0.1871744220490209,0.23336745138178097,0.2176039119804401,-0.027090896334551924,0.008931587890678766
current_state_v2,bariatric_surgery_age,0.942537909018356,0.9267139479905437,-0.01582396102781225,49.541666666666664,50.58064516129032,0.08373885088175091,0.1635304659498208
current_state_v2,Age_v1,0.0,0.0,0.0,54.42537909018356,54.79905437352246,0.02947010385097881,0.03963631492455931
current_state_v2,BMI_first,0.17318435754189945,0.1016548463356974,-0.07152951120620206,29.391264100121525,28.851660998066876,-0.08803024877301786,0.06408250355618776
current_state_v2,BMI_last,0.17318435754189945,0.1016548463356974,-0.07152951120620206,29.010946053166776,28.596182525785753,-0.07393866933894304,0.05958138589717537
current_state_v2,BMI_mean,0.17318435754189945,0.1016548463356974,-0.07152951120620206,29.178680757463184,28.698601683154862,-0.08549212996335337,0.0671509855720382
current_state_v2,BMI_median,0.17318435754189945,0.1016548463356974,-0.07152951120620206,29.206099037995696,28.699993026107347,-0.08912493507773055,0.06680552733184313
current_state_v2,BMI_std,0.17318435754189945,0.1016548463356974,-0.07152951120620206,1.2370920302039812,1.184596428558973,-0.04772140371040286,0.05057915057915058
current_state_v2,BMI_min,0.17318435754189945,0.1016548463356974,-0.07152951120620206,27.49058804116845,27.05609819536512,-0.08151845721788838,0.06013005486689697
current_state_v2,BMI_max,0.17318435754189945,0.1016548463356974,-0.07152951120620206,30.836963726116032,30.3428621283464,-0.07867906052748158,0.0762751473277789
current_state_v2,BMI_delta,0.17318435754189945,0.1016548463356974,-0.07152951120620206,-0.3803180469547494,-0.2554784722811228,0.038599955749810094,0.0542674253200569
current_state_v2,BMI_rel_delta,0.17318435754189945,0.1016548463356974,-0.07152951120620206,-0.004862001036308292,-0.0009320264173861483,0.038349993503073984,0.048831538305222515
current_state_v2,BMI_slope,0.2114924181963288,0.13947990543735225,-0.07201251275897655,-0.16368256496252515,-0.060074719113105364,0.08468495207136006,0.078368999421631
current_state_v2,alt_first,0.12849162011173185,0.02127659574468085,-0.10721502436705099,57.39189976762795,58.803288581161475,0.0297544432428445,0.04349153262196741
current_state_v2,alt_last,0.12849162011173185,0.02127659574468085,-0.10721502436705099,41.17512814759554,42.882145116655224,0.060888261503321627,0.061408398364920104
current_state_v2,alt_mean,0.12849162011173185,0.02127659574468085,-0.10721502436705099,47.3761831016503,49.14075533373414,0.06466580795837866,0.03450655624568668
current_state_v2,alt_median,0.12849162011173185,0.02127659574468085,-0.10721502436705099,44.349833309830004,46.22359189660577,0.07121116581441941,0.04005414874980092
current_state_v2,alt_std,0.12849162011173185,0.02127659574468085,-0.10721502436705099,15.399310912103227,15.76154116932632,0.020273838376258176,0.03152041195519456
current_state_v2,alt_min,0.12849162011173185,0.02127659574468085,-0.10721502436705099,30.424007072189198,31.713394127958313,0.06923496323888148,0.05049901789032224
current_state_v2,alt_max,0.12849162011173185,0.02127659574468085,-0.10721502436705099,71.75966846603455,74.11534063333701,0.045901278411335206,0.048123374210330735
current_state_v2,alt_delta,0.12849162011173185,0.02127659574468085,-0.10721502436705099,-16.216771620032414,-15.921143464506255,0.006391662528050371,0.035528481180655096
current_state_v2,alt_rel_delta,0.12849162011173185,0.02127659574468085,-0.10721502436705099,-0.07170909701387963,-0.06597756675204662,0.00907301620527921,0.042894303763868984
current_state_v2,alt_slope,0.16520351157222665,0.0591016548463357,-0.10610185672589095,-4.391599619761773,-2.91114627654653,0.0794855299726349,0.04358792048195086
current_state_v2,ast_first,0.12928970470869913,0.02364066193853428,-0.10564904277016485,40.699279583703095,42.11849692490593,0.06005755350905451,0.06125397540519727
current_state_v2,ast_last,0.12928970470869913,0.02364066193853428,-0.10564904277016485,34.82103367238378,35.20812754361084,0.022078511031811215,0.05126913354476312
current_state_v2,ast_mean,0.12928970470869913,0.02364066193853428,-0.10564904277016485,37.245067223619856,37.97581962700242,0.04567038272615065,0.04971115199641354
current_state_v2,ast_median,0.12928970470869913,0.02364066193853428,-0.10564904277016485,35.8047151874915,36.60205035509382,0.05102081592004727,0.05434070970276286
current_state_v2,ast_std,0.12928970470869913,0.02364066193853428,-0.10564904277016485,7.909531898522876,8.201127618452972,0.032790619583443315,0.037835426547384164
current_state_v2,ast_min,0.12928970470869913,0.02364066193853428,-0.10564904277016485,28.53769094301249,28.767215340230134,0.01944098951035136,0.05095620562693222
current_state_v2,ast_max,0.12928970470869913,0.02364066193853428,-0.10564904277016485,49.388520210017624,50.14525812275261,0.02759361302477388,0.06607217760101912
current_state_v2,ast_delta,0.12928970470869913,0.02364066193853428,-0.10564904277016485,-5.878245911319323,-6.910369381295075,-0.046515950342941176,0.04329723935434759
current_state_v2,ast_rel_delta,0.12928970470869913,0.02364066193853428,-0.10564904277016485,-0.04602827347251738,-0.05039087096325939,-0.010377695510391798,0.03647718622318197
current_state_v2,ast_slope,0.19473264166001597,0.09219858156028368,-0.10253406009973229,-1.7615148652566814,-1.4306618343863124,0.03622913643694176,0.037002911298315164
current_state_v2,bilirubin_first,0.29130087789305664,0.14893617021276595,-0.1423647076802907,10.388938390620813,11.01041098884213,0.09417466292169993,0.09264264264264264
current_state_v2,bilirubin_last,0.29130087789305664,0.14893617021276595,-0.1423647076802907,10.085198281749033,10.719493164992691,0.11204260144927256,0.07154654654654655
current_state_v2,bilirubin_mean,0.29130087789305664,0.14893617021276595,-0.1423647076802907,10.262261735564817,10.741768745798295,0.0874792817611819,0.06824324324324324
current_state_v2,bilirubin_median,0.29130087789305664,0.14893617021276595,-0.1423647076802907,10.102255262669253,10.58164775639857,0.08712015142743586,0.06403903903903904
current_state_v2,bilirubin_std,0.29130087789305664,0.14893617021276595,-0.1423647076802907,2.092706902975207,2.119959687733731,0.015947236566088943,0.0265015015015015
current_state_v2,bilirubin_min,0.29130087789305664,0.14893617021276595,-0.1423647076802907,7.59379494816127,8.072198147537902,0.10410351927853244,0.0891891891891892
current_state_v2,bilirubin_max,0.29130087789305664,0.14893617021276595,-0.1423647076802907,13.353940948124027,13.857804681473615,0.06843193202640752,0.04744744744744745
current_state_v2,bilirubin_delta,0.29130087789305664,0.14893617021276595,-0.1423647076802907,-0.3037401088717802,-0.29091782384944054,0.0025172289828689735,0.06606606606606606
current_state_v2,bilirubin_rel_delta,0.29130087789305664,0.14893617021276595,-0.1423647076802907,0.08555912322514671,0.05874788643400583,-0.05658656620092594,0.06771771771771772
