repeat,fold,cindex_hepatic,cindex_death,score
0,0,0.8002577319587629,0.8876772082878953,0.8264835748575026
0,1,0.9651162790697675,0.8648648648648649,0.9350408548082967
0,2,0.7953667953667953,0.9272349272349273,0.834927234927235
0,3,0.8260162601626017,0.9041095890410958,0.8494442588261499
0,4,0.6015503875968993,0.9153439153439153,0.695688445921004
1,0,0.7060338484179544,0.9422028353326063,0.7768845444923499
1,1,0.8151010701545779,0.9067688378033205,0.8426014004492006
1,2,0.8803149606299212,0.8666666666666667,0.8762204724409448
1,3,0.879951980792317,0.8927359131025119,0.8837871604853754
1,4,0.9256292906178489,0.8897280966767371,0.9148589324355154
2,0,0.6203187250996016,0.8918439716312057,0.7017762990590828
2,1,0.8210526315789474,0.8954154727793696,0.843361483939074
2,2,0.9491869918699187,0.9227306826706677,0.9412500991101433
2,3,0.870235198702352,0.8902007083825265,0.8762248516064042
2,4,0.934136546184739,0.8972243060765192,0.923062874152273
