repeat,fold,cindex_hepatic,cindex_death,score
0,0,0.740979381443299,0.7622682660850599,0.7473660468358273
0,1,0.9578488372093024,0.7265500794912559,0.8884592098938884
0,2,0.6957528957528958,0.8877338877338877,0.7533471933471934
0,3,0.6845528455284553,0.821917808219178,0.725762334335672
0,4,0.5519379844961241,0.7394179894179894,0.6081819859726836
1,0,0.7255334805003679,0.8505997818974919,0.7630533709195051
1,1,0.759512485136742,0.7994891443167306,0.7715054828907384
1,2,0.747244094488189,0.7096045197740113,0.7359522220739356
1,3,0.7352941176470589,0.7895451459606245,0.7515694261411285
1,4,0.7768878718535469,0.8987915407854985,0.8134589725331324
2,0,0.599203187250996,0.8102836879432624,0.6625273374586759
2,1,0.675187969924812,0.7893982808022922,0.709451063188056
2,2,0.8760162601626016,0.9032258064516129,0.8841791240493049
2,3,0.8491484184914841,0.7933884297520661,0.8324204218696587
2,4,0.8401606425702811,0.7539384846211553,0.8142939951855434
