repeat,fold,cindex_hepatic,cindex_death,score
0,0,0.6481958762886598,0.7017448200654307,0.664260559421691
0,1,0.7223837209302325,0.6661367249602543,0.705509622139239
0,2,0.7501930501930502,0.7144837144837145,0.7394802494802495
0,3,0.5601626016260163,0.8066385669125395,0.6341053912119732
0,4,0.4604651162790698,0.8359788359788359,0.5731192321889996
1,0,0.6026490066225165,0.8724100327153762,0.6835773144503744
1,1,0.5359690844233056,0.6213282247765006,0.5615768265292641
1,2,0.6818897637795276,0.8005649717514124,0.717492326171093
1,3,0.7346938775510204,0.6860149355057705,0.7200901949374454
1,4,0.7225400457665904,0.8036253776435045,0.7468656453296645
2,0,0.45219123505976094,0.6125886524822695,0.5003104602865135
2,1,0.6849624060150376,0.669054441260745,0.6801900165887498
2,2,0.6971544715447154,0.8132033008252063,0.7319691203288626
2,3,0.7274939172749392,0.6989374262101535,0.7189269699555034
2,4,0.6208835341365462,0.8244561140285072,0.6819553081041344
