endpoint,model,feature_set,leakage_risk,n_folds_evaluated,cindex_mean,cindex_std,cindex_min,cindex_max,cindex_mean_minus_halfsd
hepatic,rsf,first_3_visits,low,15,0.7583965225500815,0.13315325042676893,0.5085271317829457,0.9447674418604651,0.691819897336697
hepatic,xgb_cox,first_3_visits,low,15,0.7290589343438268,0.12025928496120857,0.4930232558139535,0.8790650406504065,0.6689292918632226
hepatic,lgbm_binary,first_3_visits,low,15,0.7347211821365217,0.10017330882294649,0.517829457364341,0.9054878048780488,0.6846345277250485
hepatic,catboost_binary,first_3_visits,low,15,0.7363503343465269,0.10887994284785589,0.48527131782945737,0.9115853658536586,0.6819103629225989
hepatic,xgb_binary,first_3_visits,low,15,0.7322236158410286,0.10824846982725678,0.47131782945736433,0.9034552845528455,0.6780993809274002
death,rsf,first_3_visits,low,15,0.7999227886860203,0.06329989578938769,0.7039007092198581,0.8875661375661376,0.7682728407913264
death,xgb_cox,first_3_visits,low,15,0.7742451907779702,0.058045912683913,0.6463276836158192,0.8413897280966768,0.7452222344360137
death,lgbm_binary,first_3_visits,low,15,0.6706039429578279,0.06869818767952175,0.5560802833530106,0.783987915407855,0.636254849118067
death,catboost_binary,first_3_visits,low,15,0.6717369940274109,0.06719685926883114,0.5602836879432624,0.7854463615903976,0.6381385643929953
death,xgb_binary,first_3_visits,low,15,0.6781200161682966,0.07509081597029736,0.5166327223353699,0.8066465256797583,0.6405746081831479
