repeat,fold,cindex_hepatic,cindex_death,score
0,0,0.7564432989690721,0.7197382769901853,0.745431792375406
0,1,0.9709302325581395,0.7503974562798092,0.9047703996746403
0,2,0.7042471042471042,0.7595287595287595,0.7208316008316008
0,3,0.667479674796748,0.8303477344573235,0.7163400926949206
0,4,0.5457364341085271,0.7857142857142857,0.6177297895902547
1,0,0.7012509197939661,0.8767720828789531,0.7539072687194621
1,1,0.77705112960761,0.6066411238825032,0.7259281278900779
1,2,0.75748031496063,0.7548022598870057,0.7566768984385426
1,3,0.709483793517407,0.7413441955193483,0.7190419141179893
1,4,0.8226544622425629,0.8534743202416919,0.8319004196423014
2,0,0.5780876494023904,0.7677304964539007,0.6349805035178435
2,1,0.6857142857142857,0.7851002865329513,0.7155300859598853
2,2,0.9115853658536586,0.8664666166541636,0.89804974109381
2,3,0.8183292781832928,0.7213695395513577,0.7892413565937122
2,4,0.8586345381526105,0.722430607651913,0.8177733590024012
