endpoint,model,feature_set,leakage_risk,n_folds_evaluated,cindex_mean,cindex_std,cindex_min,cindex_max,cindex_mean_minus_halfsd
hepatic,rsf,first_1y,low,15,0.7551986815014835,0.12431842426153093,0.48604651162790696,0.9338662790697675,0.693039469370718
hepatic,xgb_cox,first_1y,low,15,0.6806026444777619,0.13024467403757126,0.3821138211382114,0.8968023255813954,0.6154803074589762
hepatic,lgbm_binary,first_1y,low,15,0.7106023415292726,0.10124556969210419,0.5193798449612403,0.8968023255813954,0.6599795566832205
hepatic,catboost_binary,first_1y,low,15,0.7003003929067846,0.12404504422979741,0.48992248062015503,0.9149709302325582,0.6382778707918859
hepatic,xgb_binary,first_1y,low,15,0.6961478457015446,0.10352179552300246,0.45891472868217054,0.8800872093023255,0.6443869479400434
death,rsf,first_1y,low,15,0.8093780107901811,0.06486714023992772,0.6628352490421456,0.913728432108027,0.7769444406702173
death,xgb_cox,first_1y,low,15,0.751149638786506,0.06733118724959374,0.632183908045977,0.8767720828789531,0.7174840451617092
death,lgbm_binary,first_1y,low,15,0.6647624643250473,0.08053129125569901,0.4860828241683639,0.795198799699925,0.6244968186971978
death,catboost_binary,first_1y,low,15,0.6493341903005729,0.08162318020028642,0.5437201907790143,0.795198799699925,0.6085226002004297
death,xgb_binary,first_1y,low,15,0.654985658857127,0.08996923516124408,0.5030549898167006,0.8021148036253777,0.610001041276505
