repeat,fold,cindex_hepatic,cindex_death,score
0,0,0.9413659793814433,0.8942202835332607,0.9272222706269885
0,1,0.9883720930232558,0.875993640699523,0.9546585573261359
0,2,0.9285714285714286,0.9071379071379071,0.9221413721413722
0,3,0.9406504065040651,0.9441517386722866,0.9417008061545316
0,4,0.9612403100775194,0.8822751322751323,0.9375507567368033
1,0,0.963944076526858,0.9334787350054525,0.9548044740704362
1,1,0.9628418549346016,0.8409961685823755,0.9262881490289336
1,2,0.9511811023622048,0.8576271186440678,0.9231149072467637
1,3,0.9603841536614646,0.9287169042769857,0.9508839788461209
1,4,0.9347826086956522,0.9131419939577039,0.9282904242742677
2,0,0.9593625498007968,0.9237588652482269,0.9486814444350258
2,1,0.9458646616541353,0.8653295128939829,0.9217041170260896
2,2,0.9735772357723578,0.9437359339834959,0.9646248452356991
2,3,0.948905109489051,0.9126328217237308,0.938023423159455
2,4,0.9839357429718876,0.867966991747937,0.9491451176047023
