repeat,fold,cindex_hepatic,cindex_death,score
0,0,0.7268041237113402,0.8418756815703381,0.7613255910690395
0,1,0.9498546511627907,0.8028616852146264,0.9057567613783414
0,2,0.7567567567567568,0.8766458766458767,0.7927234927234927
0,3,0.7715447154471544,0.8672286617492097,0.8002498993377709
0,4,0.5984496124031008,0.9259259259259259,0.6966925064599483
1,0,0.6467991169977925,0.8964013086150491,0.7216797744829695
1,1,0.794589774078478,0.7956577266922095,0.7949101598625974
1,2,0.8354330708661417,0.8305084745762712,0.8339556919791805
1,3,0.8451380552220888,0.8479293957909029,0.845975457392733
1,4,0.8569794050343249,0.918429003021148,0.8754142844303718
2,0,0.595219123505976,0.8280141843971631,0.6650576417733322
2,1,0.7556390977443609,0.7779369627507163,0.7623284572462675
2,2,0.9471544715447154,0.9167291822955739,0.9380268847699729
2,3,0.8751013787510138,0.8500590318772137,0.8675886746888737
2,4,0.8859437751004016,0.881470367591898,0.8846017528478505
