repeat,fold,cindex_hepatic,cindex_death,score
0,0,0.8067010309278351,0.6913849509269356,0.7721062069275653
0,1,0.9193313953488372,0.7106518282988871,0.8567275252338522
0,2,0.7328185328185328,0.8835758835758836,0.778045738045738
0,3,0.8170731707317073,0.7460484720758693,0.7957657611349559
0,4,0.4821705426356589,0.7447089947089947,0.5609320782576597
1,0,0.6758646063281825,0.836423118865867,0.7240321600894878
1,1,0.8246135552913199,0.7790549169859514,0.8109459637997093
1,2,0.8377952755905512,0.7163841807909604,0.801371947150674
1,3,0.8235294117647058,0.7162253903598099,0.7913382053432371
1,4,0.7562929061784897,0.8625377643504532,0.7881663636300786
2,0,0.5840637450199203,0.6790780141843972,0.6125680257692634
2,1,0.793984962406015,0.7851002865329513,0.7913195596440958
2,2,0.8160569105691057,0.8537134283570893,0.8273538659055006
2,3,0.8548256285482563,0.731995277449823,0.8179765232187262
2,4,0.8811244979919679,0.7186796699174793,0.8323910495696212
3,0,0.662379421221865,0.690856313497823,0.6709224889046523
3,1,0.8995850622406639,0.72262118491921,0.8464958990442277
3,2,0.7045643153526971,0.7704433497536946,0.7243280256729964
3,3,0.7892756349952963,0.782312925170068,0.7871868220477278
3,4,0.8571428571428571,0.8636865342163356,0.8591059602649007
4,0,0.7684319833852544,0.813468992248062,0.7819430860440967
4,1,0.8083961248654468,0.6813643926788685,0.7702866052094732
4,2,0.7769230769230769,0.9117647058823529,0.8173755656108597
4,3,0.8249630723781388,0.7381818181818182,0.7989286961192426
4,4,0.7308755760368664,0.8062130177514792,0.7534768085512502
