repeat,fold,cindex_hepatic,cindex_death,score
0,0,0.7619201030927835,0.9236641221374046,0.8104433088061698
0,1,0.9280523255813954,0.931637519872814,0.9291278838688208
0,2,0.7837837837837838,0.963963963963964,0.8378378378378377
0,3,0.8471544715447155,0.9578503688092729,0.8803632407240827
0,4,0.5953488372093023,0.9537037037037037,0.7028552971576227
1,0,0.6600441501103753,0.9672846237731734,0.7522162922092147
1,1,0.781807372175981,0.9540229885057471,0.8334720570749108
1,2,0.889763779527559,0.9367231638418079,0.9038515948218335
1,3,0.921968787515006,0.9504412763068567,0.9305105341525611
1,4,0.9061784897025171,0.93202416918429,0.913932193547049
2,0,0.6039840637450199,0.9627659574468085,0.7116186318555564
2,1,0.8218045112781955,0.9441260744985673,0.858500980244307
2,2,0.9654471544715447,0.9579894973743436,0.9632098573423844
2,3,0.8799675587996756,0.9492325855962219,0.9007470668386395
2,4,0.9172690763052209,0.9512378094523631,0.9274596962493635
